iter	Passed	Remaining
3253	8924	2045
3254	8926	2043
3255	8928	2040
3256	8931	2037
3257	8934	2034
3258	8936	2031
3259	8938	2029
3260	8941	2026
3261	8943	2023
3262	8947	2020
3263	8949	2018
3264	8952	2015
3265	8955	2012
3266	8957	2009
3267	8960	2007
3268	8964	2004
3269	8993	2007
3270	8996	2005
3271	9002	2003
3272	9005	2000
3273	9008	1997
3274	9011	1994
3275	9013	1992
3276	9016	1989
3277	9018	1986
3278	9021	1983
3279	9023	1980
3280	9025	1977
3281	9029	1975
3282	9031	1972
3283	9034	1969
3284	9036	1966
3285	9038	1964
3286	9041	1961
3287	9044	1958
3288	9047	1955
3289	9050	1953
3290	9053	1950
3291	9055	1947
3292	9058	1944
3293	9062	1942
3294	9064	1939
3295	9067	1936
3296	9069	1933
3297	9071	1931
3298	9074	1928
3299	9077	1925
3300	9080	1922
3301	9082	1919
3302	9084	1917
3303	9086	1914
3304	9089	1911
3305	9092	1908
3306	9095	1905
3307	9097	1903
3308	9099	1900
3309	9102	1897
3310	9104	1894
3311	9107	1891
3312	9110	1889
3313	9112	1886
3314	9115	1883
3315	9117	1880
3316	9119	1877
3317	9122	1875
3318	9125	1872
3319	9128	1869
3320	9130	1866
3321	9132	1863
3322	9135	1861
3323	9137	1858
3324	9140	1855
3325	9143	1852
3326	9145	1849
3327	9147	1847
3328	9150	1844
3329	9152	1841
3330	9155	1838
3331	9158	1836
3332	9161	1833
3333	9163	1830
3334	9166	1827
3335	9168	1824
3336	9171	1822
3337	9174	1819
3338	9176	1816
3339	9179	1813
3340	9181	1811
3341	9183	1808
3342	9186	1805
3343	9189	1802
3344	9192	1799
3345	9194	1797
3346	9196	1794
3347	9199	1791
3348	9201	1788
3349	9204	1785
3350	9207	1783
3351	9209	1780
3352	9212	1777
3353	9214	1774
3354	9217	1771
3355	9219	1769
3356	9222	1766
3357	9225	1763
3358	9227	1760
3359	9230	1758
3360	9232	1755
3361	9234	1752
3362	9238	1749
3363	9240	1747
3364	9243	1744
3365	9258	1743
3366	9261	1741
3367	9263	1738
3368	9265	1735
3369	9267	1732
3370	9271	1729
3371	9273	1727
3372	9276	1724
3373	9278	1721
3374	9280	1718
3375	9283	1715
3376	9285	1713
3377	9289	1710
3378	9292	1707
3379	9295	1705
3380	9298	1702
3381	9301	1699
3382	9304	1697
3383	9307	1694
3384	9310	1691
3385	9312	1688
3386	9315	1685
3387	9318	1683
3388	9320	1680
3389	9323	1677
3390	9325	1674
3391	9327	1671
3392	9329	1669
3393	9332	1666
3394	9335	1663
3395	9337	1660
3396	9340	1657
3397	9342	1655
3398	9345	1652
3399	9347	1649
3400	9350	1646
3401	9352	1644
3402	9354	1641
3403	9357	1638
3404	9359	1635
3405	9361	1632
3406	9364	1629
3407	9368	1627
3408	9370	1624
3409	9373	1621
3410	9375	1618
3411	9377	1616
3412	9380	1613
3413	9383	1610
3414	9385	1607
3415	9388	1604
3416	9390	1602
3417	9392	1599
3418	9395	1596
3419	9397	1593
3420	9400	1591
3421	9402	1588
3422	9405	1585
3423	9407	1582
3424	9409	1579
3425	9412	1576
3426	9415	1574
3427	9418	1571
3428	9420	1568
3429	9422	1565
3430	9425	1563
3431	9428	1560
3432	9431	1557
3433	9433	1554
3434	9436	1552
3435	9438	1549
3436	9441	1546
3437	9444	1543
3438	9446	1541
3439	9449	1538
3440	9451	1535
3441	9454	1532
3442	9457	1529
3443	9459	1527
3444	9462	1524
3445	9465	1521
3446	9467	1518
3447	9470	1516
3448	9473	1513
3449	9476	1510
3450	9478	1507
3451	9481	1505
3452	9483	1502
3453	9485	1499
3454	9488	1496
3455	9491	1493
3456	9493	1491
3457	9495	1488
3458	9498	1485
3459	9500	1482
3460	9503	1480
3461	9506	1477
3462	9508	1474
3463	9511	1471
3464	9513	1468
3465	9515	1466
3466	9518	1463
3467	9521	1460
3468	9524	1457
3469	9526	1455
3470	9528	1452
3471	9531	1449
3472	9533	1446
3473	9536	1443
3474	9539	1441
3475	9541	1438
3476	9543	1435
3477	9546	1432
3478	9548	1429
3479	9552	1427
3480	9554	1424
3481	9557	1421
3482	9559	1418
3483	9561	1416
3484	9564	1413
3485	9567	1410
3486	9570	1407
3487	9572	1405
3488	9575	1402
3489	9577	1399
3490	9579	1396
3491	9582	1393
3492	9585	1391
3493	9587	1388
3494	9589	1385
3495	9592	1382
3496	9594	1380
3497	9597	1377
3498	9601	1374
3499	9604	1372
3500	9606	1369
3501	9608	1366
3502	9611	1363
3503	9614	1360
3504	9617	1358
3505	9619	1355
3506	9621	1352
3507	9624	1349
3508	9627	1347
3509	9630	1344
3510	9633	1341
3511	9635	1338
3512	9638	1336
3513	9640	1333
3514	9643	1330
3515	9646	1327
3516	9649	1325
3517	9651	1322
3518	9653	1319
3519	9656	1316
3520	9658	1313
3521	9661	1311
3522	9664	1308
3523	9667	1305
3524	9670	1303
3525	9672	1300
3526	9674	1297
3527	9677	1294
3528	9680	1292
3529	9683	1289
3530	9685	1286
3531	9687	1283
3532	9690	1280
3533	9692	1278
3534	9695	1275
3535	9697	1272
3536	9700	1269
3537	9702	1266
3538	9704	1264
3539	9707	1261
3540	9709	1258
3541	9712	1255
3542	9715	1253
3543	9717	1250
3544	9720	1247
3545	9722	1244
3546	9724	1241
3547	9728	1239
3548	9730	1236
3549	9733	1233
3550	9735	1230
3551	9737	1228
3552	9739	1225
3553	9742	1222
3554	9745	1219
3555	9747	1217
3556	9750	1214
3557	9752	1211
3558	9754	1208
3559	9757	1205
3560	9760	1203
3561	9762	1200
3562	9765	1197
3563	9767	1194
3564	9769	1192
3565	9772	1189
3566	9774	1186
3567	9778	1183
3568	9780	1181
3569	9782	1178
3570	9785	1175
3571	9787	1172
3572	9789	1169
3573	9793	1167
3574	9795	1164
3575	9798	1161
3576	9800	1158
3577	9802	1156
3578	9805	1153
3579	9808	1150
3580	9811	1147
3581	9813	1145
3582	9815	1142
3583	9818	1139
3584	9820	1136
3585	9824	1134
3586	9827	1131
3587	9830	1128
3588	9832	1126
3589	9835	1123
3590	9837	1120
3591	9841	1117
3592	9844	1115
3593	9846	1112
3594	9848	1109
3595	9851	1106
3596	9853	1103
3597	9857	1101
3598	9860	1098
3599	9862	1095
3600	9864	1093
3601	9867	1090
3602	9869	1087
3603	9872	1084
3604	9875	1082
3605	9877	1079
3606	9879	1076
3607	9882	1073
3608	9885	1070
3609	9888	1068
3610	9891	1065
3611	9894	1062
3612	9897	1060
3613	9899	1057
3614	9902	1054
3615	9906	1052
3616	9909	1049
3617	9912	1046
3618	9915	1043
3619	9917	1041
3620	9920	1038
3621	9923	1035
3622	9925	1032
3623	9928	1030
3624	9930	1027
3625	9932	1024
3626	9934	1021
3627	9938	1019
3628	9941	1016
3629	9944	1013
3630	9947	1010
3631	9949	1008
3632	9953	1005
3633	9956	1002
3634	9959	1000
3635	9961	997
3636	9965	994
3637	9968	991
3638	9971	989
3639	9973	986
3640	9976	983
3641	9978	980
3642	9980	978
3643	9984	975
3644	9986	972
3645	9989	969
3646	9991	967
3647	9993	964
3648	9996	961
3649	9998	958
3650	10001	956
3651	10004	953
3652	10007	950
3653	10009	947
3654	10012	945
3655	10014	942
3656	10017	939
3657	10020	936
3658	10023	934
3659	10026	931
3660	10029	928
3661	10033	926
3662	10036	923
3663	10039	920
3664	10042	917
3665	10044	915
3666	10046	912
3667	10050	909
3668	10052	906
3669	10054	904
3670	10057	901
3671	10059	898
3672	10062	895
3673	10065	893
3674	10068	890
3675	10070	887
3676	10072	884
3677	10075	882
3678	10077	879
3679	10079	876
3680	10083	873
3681	10085	871
3682	10088	868
3683	10090	865
3684	10092	862
3685	10094	859
3686	10098	857
3687	10100	854
3688	10103	851
3689	10106	849
3690	10108	846
3691	10110	843
3692	10114	840
3693	10116	838
3694	10119	835
3695	10121	832
3696	10124	829
3697	10126	826
3698	10129	824
3699	10132	821
3700	10135	818
3701	10138	816
3702	10140	813
3703	10143	810
3704	10146	807
3705	10148	805
3706	10150	802
3707	10153	799
3708	10155	796
3709	10157	794
3710	10160	791
3711	10163	788
3712	10165	785
3713	10167	782
3714	10170	780
3715	10172	777
3716	10175	774
3717	10178	771
3718	10181	769
3719	10183	766
3720	10186	763
3721	10188	760
3722	10190	758
3723	10193	755
3724	10195	752
3725	10198	749
3726	10200	747
3727	10203	744
3728	10206	741
3729	10208	738
3730	10211	736
3731	10213	733
3732	10216	730
3733	10219	728
3734	10222	725
3735	10226	722
3736	10229	719
3737	10231	717
3738	10234	714
3739	10236	711
3740	10238	708
3741	10242	706
3742	10244	703
3743	10247	700
3744	10250	697
3745	10253	695
3746	10256	692
3747	10260	689
3748	10262	687
3749	10265	684
3750	10268	681
3751	10270	678
3752	10273	676
3753	10276	673
3754	10278	670
3755	10281	667
3756	10283	665
3757	10285	662
3758	10288	659
3759	10291	656
3760	10294	654
3761	10296	651
3762	10299	648
3763	10301	645
3764	10303	643
3765	10306	640
3766	10309	637
3767	10311	634
3768	10314	632
3769	10316	629
3770	10318	626
3771	10321	623
3772	10324	621
3773	10326	618
3774	10328	615
3775	10331	612
3776	10333	610
3777	10335	607
3778	10338	604
3779	10341	601
3780	10343	599
3781	10345	596
3782	10348	593
3783	10350	590
3784	10353	588
3785	10356	585
3786	10358	582
3787	10360	579
3788	10363	577
3789	10365	574
3790	10367	571
3791	10370	568
3792	10373	566
3793	10375	563
3794	10377	560
3795	10380	557
3796	10382	555
3797	10385	552
3798	10388	549
3799	10391	546
3800	10393	544
3801	10395	541
3802	10398	538
3803	10401	535
3804	10404	533
3805	10406	530
3806	10409	527
3807	10411	524
3808	10414	522
3809	10418	519
3810	10434	517
3811	10439	514
3812	10442	512
3813	10444	509
3814	10446	506
3815	10449	503
3816	10452	501
3817	10454	498
3818	10456	495
3819	10459	492
3820	10461	490
3821	10464	487
3822	10467	484
3823	10469	481
3824	10472	479
3825	10474	476
3826	10476	473
3827	10479	470
3828	10481	468
3829	10484	465
3830	10486	462
3831	10489	459
3832	10491	457
3833	10494	454
3834	10496	451
3835	10499	448
3836	10502	446
3837	10505	443
3838	10507	440
3839	10509	437
3840	10512	435
3841	10515	432
3842	10517	429
3843	10520	426
3844	10522	424
3845	10524	421
3846	10527	418
3847	10529	415
3848	10532	413
3849	10534	410
3850	10537	407
3851	10539	404
3852	10541	402
3853	10544	399
3854	10546	396
3855	10549	393
3856	10551	391
3857	10554	388
3858	10556	385
3859	10558	382
3860	10560	380
3861	10563	377
3862	10566	374
3863	10569	371
3864	10571	369
3865	10573	366
3866	10576	363
3867	10578	360
3868	10581	358
3869	10583	355
3870	10585	352
3871	10588	350
3872	10590	347
3873	10592	344
3874	10596	341
3875	10600	339
3876	10602	336
3877	10604	333
3878	10607	330
3879	10610	328
3880	10613	325
3881	10616	322
3882	10618	319
3883	10620	317
3884	10623	314
3885	10626	311
3886	10629	309
3887	10631	306
3888	10633	303
3889	10636	300
3890	10638	298
3891	10641	295
3892	10644	292
3893	10646	289
3894	10649	287
3895	10651	284
3896	10653	281
3897	10656	278
3898	10659	276
3899	10661	273
3900	10664	270
3901	10666	267
3902	10668	265
3903	10671	262
3904	10673	259
3905	10676	256
3906	10678	254
3907	10681	251
3908	10683	248
3909	10686	245
3910	10688	243
3911	10691	240
3912	10694	237
3913	10697	235
3914	10699	232
3915	10701	229
3916	10704	226
3917	10707	224
3918	10709	221
3919	10712	218
3920	10714	215
3921	10716	213
3922	10718	210
3923	10721	207
3924	10724	204
3925	10726	202
3926	10728	199
3927	10731	196
3928	10733	193
3929	10735	191
3930	10738	188
3931	10741	185
3932	10743	183
3933	10746	180
3934	10749	177
3935	10751	174
3936	10754	172
3937	10756	169
3938	10758	166
3939	10760	163
3940	10763	161
3941	10766	158
3942	10768	155
3943	10771	152
3944	10773	150
3945	10775	147
3946	10778	144
3947	10781	142
3948	10784	139
3949	10786	136
3950	10788	133
3951	10790	131
3952	10793	128
3953	10796	125
3954	10799	122
3955	10801	120
3956	10804	117
3957	10806	114
3958	10808	111
3959	10811	109
3960	10815	106
3961	10818	103
3962	10820	101
3963	10822	98
3964	10825	95
3965	10828	92
3966	10831	90
3967	10834	87
3968	10836	84
3969	10838	81
3970	10840	79
3971	10844	76
3972	10847	73
3973	10849	70
3974	10851	68
3975	10854	65
3976	10856	62
3977	10859	60
3978	10862	57
3979	10865	54
3980	10867	51
3981	10870	49
3982	10872	46
3983	10875	43
3984	10878	40
3985	10880	38
3986	10882	35
3987	10885	32
3988	10887	30
3989	10889	27
3990	10893	24
3991	10896	21
3992	10898	19
3993	10901	16
3994	10903	13
3995	10905	10
3996	10908	8
3997	10911	5
3998	10913	2
3999	10916	0
